INFORMATION

Date:	16/11/2025
Time:	19:06:37
Mode:	GYRO | AXL | MAGN | TIME
Freq:	50 Hz
Gyr FS: 500 dps;	Axl FS: 4 g;	Mag FS: 4 G;	Hdr FS: 100 g

DATA

Timestamp [ms][dev]	Gyr.X	Gyr.Y	Gyr.Z	Axl.X	Axl.Y	Axl.Z	Mag.X	Mag.Y	Mag.Z
1763320013450	-460.1625	423.6925	69.16	-1388.848	-3075.132	-1734.23	-270.6811	68.25489	135.3405
1763320013470	-544.6525	437.535	21.0525	-2178.554	-1472.906	-58.072	-245.3961	98.36304	77.75504
1763320013490	-319.1475	95.3225	87.885	-1670.668	-394.06	-551.074	-243.2037	112.2479	63.43174
1763320013510	-273.2275	77.5075	160.37	-895.358	-585.6	-1271.24	-245.9807	129.3481	48.08535
1763320013530	-393.1025	298.445	144.69	-564.25	-548.878	-998.814	-237.5036	154.487	35.22362
1763320013550	-526.47	486.1675	58.8	-414.312	-605.608	-540.704	-228.2958	174.8027	25.43116
1763320013570	-569.7125	561.8725	-68.9325	-599.142	-767.746	-93.574	-170.418	229.9035	29.66969
1763320013590	-573.37	573.37	-186.34	-1006.744	-807.396	319.518	-147.4715	258.5501	33.46975
1763320013610	-523.4425	570.5175	-202.0725	-1399.95	-543.266	538.142	-102.8939	313.0663	77.75504
1763320013630	-341.6875	279.965	-50.4	-2243.58	500.2	1469.002	-90.90909	330.3127	97.77842
1763320013650	105.875	-185.5	327.355	-2132.316	538.996	2378.878	-85.35516	331.0435	104.2093
1763320013670	489.2475	-507.185	539.2975	-598.654	-1760.094	1823.534	-117.8018	258.404	50.42385
1763320013690	573.37	-573.37	222.145	-1531.588	-3234.22	-411.384	-173.195	205.9339	37.56211
1763320013710	573.37	-573.37	-403.7075	-3436.496	-3944.26	-3590.948	-286.0275	103.7708	91.63987
1763320013730	415.66	-264.53	-317.7475	-3994.036	-1059.814	-3995.256	-299.4738	74.10114	146.4484
1763320013750	-339.3075	385.805	189.2625	-3914.004	-1747.284	-2759.64	-288.366	66.93949	133.879
1763320013770	-506.345	438.7775	367.2725	-2104.744	-1258.552	-917.196	-298.4507	94.70914	83.16281
1763320013790	-410.1125	209.44	307.37	-875.716	-435.54	-727.486	-303.7123	112.8325	63.87021
1763320013810	-375.3925	208.8275	246.7325	-652.334	-238.266	-596.092	-309.7047	140.1637	42.53142
1763320013830	-423.08	326.41	202.1425	-530.09	-269.376	-324.764	-304.8816	157.2639	31.2774
1763320013850	-496.4575	513.555	148.7675	-585.234	-408.09	53.924	-278.4273	198.0415	-0.1461561
1763320013870	-533.68	571.3575	63.0875	-801.296	-613.416	569.74	-220.988	250.8038	-2.484653
1763320013890	-479.4475	573.37	-36.47	-1047.37	-602.558	934.032	-184.0105	273.1657	6.138556
1763320013910	-331.17	573.37	-81.3575	-1090.68	-422.974	993.568	-123.5019	313.2125	47.64688
1763320013930	-86.1	367.99	-13.4225	-1535.248	226.676	1651.27	-100.9939	324.1742	68.98567
1763320013950	335.125	-174.825	204.9075	-1412.272	569.618	1942.118	-88.8629	317.8895	72.78573
1763320013970	543.3225	-513.2925	388.5525	32.94	-1214.266	1248.06	-126.425	248.6115	38.58521
1763320013990	573.37	-573.37	199.7975	-1312.11	-3974.76	552.904	-168.3718	189.126	38.14674
1763320014010	573.37	-573.37	-335.7375	-3977.444	-3996.232	-3962.804	-251.5346	78.04735	126.1327
1763320014030	573.37	-260.7675	-18.41	-3997.208	-2560.17	-3997.208	-257.8193	52.9085	193.0722
1763320014050	-286.72	272.1425	238.3675	-2121.702	-2761.348	-3997.208	-266.4425	57.5855	218.6495
1763320014070	-573.37	532.9275	249.025	-1278.682	-1930.772	-834.48	-278.2812	59.04706	178.4566
1763320014090	-514.8675	225.6625	175.98	-879.742	-409.31	-684.054	-289.5352	74.97807	117.071
1763320014110	-498.295	119.7875	204.9775	-476.532	-99.674	-888.282	-298.0123	95.29377	85.35516
1763320014130	-554.89	297.99	180.74	-142.618	-530.822	-584.746	-299.62	112.6863	62.55481
1763320014150	-573.37	519.155	40.0225	-173.362	-947.696	139.08	-275.9427	169.8334	20.46185
1763320014170	-573.37	573.37	-176.0675	-774.334	-1139.236	681.492	-248.7577	202.28	2.046185
1763320014190	-573.37	573.37	-300.825	-1230.736	-1037.122	636.962	-172.318	277.9889	19.58492
1763320014210	-347.3225	507.185	-271.11	-1836.344	-167.14	1509.018	-109.1786	332.5051	59.77784
1763320014230	-14.0875	39.1475	-57.715	-2728.164	778.604	1430.694	-103.3324	348.8746	74.10114
1763320014250	424.305	-247.6775	361.6025	-1401.414	-63.806	1285.514	-107.5709	341.8591	55.39316
1763320014270	565.495	-503.4925	518.7175	-469.456	-1774.734	867.908	-115.9018	307.9509	42.67758
1763320014290	573.37	-573.37	280.4375	-1566.602	-3471.51	184.342	-177.7258	206.8109	28.06197
1763320014310	573.37	-573.37	-363.685	-3073.424	-3992.328	-3965.732	-278.8658	100.5554	91.2014
1763320014330	339.71	-87.605	-238.2975	-3978.664	-1240.008	-3997.208	-289.8275	70.15492	159.0178
1763320014350	339.71	-87.605	-238.2975	-2975.458	-1240.008	-3997.208	-276.5273	62.11634	155.3639
1763320014370	-364.63	448.665	112.735	-2975.458	-2167.33	-2729.506	-274.4811	71.61649	106.4016
1763320014390	-573.37	473.06	213.0275	-1922.842	-1474.98	-1151.314	-271.2657	113.4171	58.46244
1763320014410	-573.37	285.3025	217.665	-1099.098	-620.004	-402.478	-265.1271	161.5025	23.82344
1763320014430	-511.7175	240.9225	172.095	-457.134	-560.468	-484.584	-261.6194	178.3104	15.6387
1763320014450	-488.425	291.76	72.7125	-326.96	-526.552	-327.326	-234.7267	219.9649	-4.530838
1763320014470	-534.1	409.2375	-22.3125	-579.988	-565.348	-52.582	-215.7264	241.8883	-8.184741
1763320014490	-567.4725	540.82	-105.28	-1001.864	-796.05	439.444	-160.9178	299.1815	14.3233
1763320014510	-551.46	573.37	-178.6575	-1198.65	-902.922	663.802	-109.3248	350.9208	61.67787
1763320014530	-441.525	573.37	-212.2225	-1563.552	-758.23	847.168	-98.21689	369.6288	91.63987
1763320014550	-249.6025	327.9325	-108.9025	-2253.95	284.26	1051.884	-88.71674	384.6828	112.5402
1763320014570	37.835	35.245	259.105	-1859.768	1203.164	1515.484	-79.94738	371.0903	111.5171
1763320014590	459.095	-385.98	522.4975	-326.594	238.998	2311.168	-95.43993	294.3584	57.14703
1763320014610	573.37	-555.8	557.4975	270.84	-2566.392	1425.448	-139.1406	233.2651	35.9544
1763320014630	573.37	-573.37	54.985	-3594.486	-3985.252	-1382.626	-260.0117	101.5785	91.63987
1763320014650	573.37	-573.37	-169.7325	-3995.256	-3050.244	-3977.932	-278.2812	62.55481	184.1567
1763320014670	-271.53	60.55	131.915	-3014.132	-2117.432	-3997.208	-285.589	64.01637	152.7331
1763320014690	-568.365	498.0325	252.8925	-1961.028	-2261.88	-1354.078	-289.0967	94.70914	69.13183
1763320014710	-573.37	296.5725	218.6625	-1058.96	-617.808	-462.014	-285.2967	119.5557	58.46244
1763320014730	-542.6925	172.0775	199.22	-623.542	-467.504	-736.026	-286.3198	156.8255	25.86963
1763320014750	-563.185	333.34	139.5975	-530.7	-928.054	-574.986	-257.527	212.2186	1.023093
1763320014770	-573.37	527.7475	16.73	-880.108	-1190.842	362.218	-229.1727	251.5346	-12.86174
1763320014790	-573.37	573.37	-110.2675	-1472.54	-1243.79	979.538	-167.3487	324.1742	15.20023
1763320014810	-573.37	573.37	-142.0825	-1989.576	-904.264	1014.552	-143.5253	346.6823	36.53902
1763320014830	-439.95	451.745	-10.115	-2076.806	-223.748	1451.19	-113.1248	382.4905	83.30897
1763320014850	-107.7825	131.95	198.2225	-1302.35	134.81	2149.03	-104.9401	371.6749	80.09354
1763320014870	395.36	-391.755	359.2575	-542.046	-15.372	2241.872	-108.7401	345.2207	54.51622
1763320014890	562.835	-563.885	331.065	51.24	-1153.876	1085.068	-170.7103	251.9731	16.80795
1763320014910	573.37	-573.37	62.93	-1214.144	-3447.476	-147.986	-228.8804	188.3952	24.26191
1763320014930	573.37	-573.37	-434.91	-3701.358	-3264.476	-3968.294	-306.197	86.67056	118.5326
1763320014950	172.7075	5.4775	-256.8825	-3996.11	-1096.292	-3997.208	-287.9275	74.83192	113.271
1763320014970	-420.2975	391.3525	150.885	-3059.394	-2087.42	-3538.854	-286.0275	96.46302	74.24729
1763320014990	-573.37	416.1325	263.865	-1292.468	-1264.042	-1436.306	-271.558	143.0868	32.59281
1763320015010	-573.37	384.44	208.1625	-554.246	-976.854	-787.144	-265.5656	177.1412	10.66939
1763320015030	-573.37	398.2475	85.6625	-358.314	-865.224	-167.75	-239.9883	236.919	-15.05408
1763320015050	-573.37	461.1775	-36.715	-666.242	-1182.058	428.708	-217.9187	271.4119	-9.061677
1763320015070	-573.37	549.2025	-135.975	-1256.234	-1288.32	957.7	-170.1257	336.7436	19.00029
1763320015090	-474.635	570.2725	-164.675	-1770.22	-1269.044	1082.384	-133.002	379.1289	59.33937
1763320015110	-276.78	360.9725	-75.6175	-2115.358	-358.68	1521.462	-122.7711	393.5984	66.20871
1763320015130	22.0325	53.9525	170.9925	-1861.842	11.468	1823.168	-114.8787	391.2599	78.63197
1763320015150	435.75	-289.205	394.0475	-1011.502	-172.63	1988.844	-108.3017	368.7518	62.55481
1763320015170	566.7025	-524.37	433.8775	-389.18	-913.17	1330.166	-142.9407	286.9044	11.40018
1763320015190	573.37	-573.37	239.4	-637.328	-3147.844	79.056	-241.4499	161.9409	32.88512
1763320015210	573.37	-573.37	-333.0775	-3135.4	-3989.766	-3710.386	-283.3967	108.4478	92.95527
1763320015230	573.37	-404.95	-451.185	-3991.718	-2391.932	-3996.11	-271.7042	64.45483	179.4797
1763320015250	-286.72	177.4675	63.7175	-3655.486	-2179.286	-3997.208	-269.2195	65.33177	176.2642
1763320015270	-573.37	405.0025	308.1575	-1491.45	-2007.51	-1849.52	-286.0275	88.13212	102.8939
1763320015291	-573.37	313.74	252.42	-646.112	-952.088	-596.214	-290.266	122.1865	48.52382
1763320015310	-573.37	261.7125	164.045	-358.07	-625.616	-578.768	-283.2505	149.5177	27.47734
1763320015330	-573.37	420.91	64.085	-379.176	-1024.922	-86.254	-256.2116	211.1955	-9.792458
1763320015350	-573.37	549.01	-88.4625	-862.296	-1293.322	647.454	-235.6036	252.85	-11.54633
1763320015370	-573.37	573.37	-228.2875	-1334.924	-1349.076	939.4	-170.418	329.8743	19.73107
1763320015390	-456.715	573.37	-259.945	-1690.066	-732.488	1517.07	-124.0865	384.6828	69.5703
1763320015410	-127.6275	251.9125	-94.64	-2102.792	358.436	1880.752	-117.071	392.1368	76.73195
1763320015430	311.92	-184.2575	262.255	-1862.208	577.914	1712.148	-115.171	374.3057	62.26249
1763320015450	536.6025	-503.4925	501.34	-516.792	-697.108	1367.01	-121.748	337.3282	35.51593
1763320015470	573.37	-573.37	433.335	-136.03	-2442.928	898.408	-186.4952	225.665	16.80795
1763320015490	573.37	-573.37	2.9225	-2201.856	-3984.276	-384.3	-231.8036	158.8717	32.00818
1763320015510	573.37	-571.7425	-352.1875	-3984.398	-3841.536	-3970.124	-279.3043	77.46272	148.0561
1763320015530	-10.8675	191.7825	-52.535	-2858.094	-2252.12	-3997.208	-265.8579	64.30868	171.1488
1763320015550	-481.4775	473.2525	99.9775	-1518.534	-2537.112	-2730.604	-270.3888	71.47033	133.4405
1763320015570	-573.37	397.8625	48.895	-469.944	-1145.092	-1245.498	-256.6501	99.09383	68.40105
1763320015590	-573.37	265.965	-14.9625	-312.076	-704.672	-978.684	-249.1961	119.9941	52.32388
1763320015610	-573.37	333.55	-104.5625	-279.136	-1294.054	-502.152	-227.7112	181.0874	13.3002
1763320015630	-573.37	517.2125	-275.52	-665.388	-1943.094	469.334	-181.8182	268.3426	3.215434
1763320015650	-573.37	571.8475	-445.7075	-1177.666	-2124.264	794.952	-156.8255	321.9819	20.02338
1763320015670	-551.67	530.4075	-486.9375	-1996.042	-1508.652	1172.298	-133.2944	400.9062	73.07804
1763320015690	-251.37	246.2075	-266.2275	-2823.69	-70.272	1179.496	-134.1713	421.368	93.53989
1763320015710	94.15	-68.8975	213.115	-2770.742	745.054	1005.158	-138.7021	437.8836	102.017
1763320015730	474.25	-258.7725	517.16	-1202.554	53.07	1277.462	-114.2941	389.9444	69.13183
1763320015750	573.37	-504.315	573.37	188.368	-1383.114	1178.764	-111.6633	336.5975	44.28529
1763320015770	573.37	-573.37	476.315	224.358	-3198.84	-416.02	-174.5104	199.0646	26.60041
1763320015791	573.37	-573.37	71.8725	-1322.602	-3280.946	-3970.368	-222.1573	136.9483	58.75475
1763320015811	240.275	-35.6475	-69.5975	-1626.382	-1659.444	-3997.208	-250.2192	79.36275	123.2096
1763320015831	-397.775	299.11	-67.9875	-736.27	-2109.136	-3893.752	-234.1421	89.59368	96.60918
1763320015851	-573.37	384.02	-172.6025	-252.418	-1523.292	-1574.654	-220.6957	114.1479	61.97018
1763320015871	-573.37	345.24	-298.3925	-358.68	-1145.946	-635.62	-182.549	185.7644	19.87723
1763320015891	-573.37	324.6425	-368.725	-717.848	-1042.49	72.224	-169.3949	227.4189	13.00789
1763320015911	-573.37	331.17	-392.4725	-1121.058	-1265.14	390.278	-143.6714	317.7433	24.11576
1763320015930	-573.37	313.845	-360.4125	-1674.084	-1078.968	544.364	-132.1251	390.8214	75.27039
1763320015950	-400.0675	206.71	-193.4625	-1947.974	-305.976	788.608	-128.9097	415.0833	92.95527
1763320015970	-129.115	18.6725	87.465	-1942.118	24.034	764.086	-124.6711	432.4759	108.4478
1763320015990	195.2125	-147.21	371.4375	-1331.996	-13.298	928.908	-121.3096	422.2449	109.7632
1763320016010	499.975	-320.495	540.225	-583.16	-152.744	889.258	-108.3017	388.0444	80.23969
1763320016030	573.37	-521.4475	550.9	101.748	-931.104	15.738	-108.7401	346.9745	59.04706
1763320016050	573.37	-564.3575	320.0225	316.712	-1263.31	-3473.828	-147.91	241.0114	28.06197
1763320016070	298.795	42.6475	102.795	641.354	-330.62	-3994.28	-185.7644	169.6872	35.66209
1763320016090	-378.2625	458.08	-123.55	534.238	-316.834	-3364.76	-171.1488	166.3256	44.13914
1763320016110	-573.37	562.4325	-305.2	-89.914	-397.11	-1455.704	-123.7942	222.3034	46.62379
1763320016130	-573.37	546.63	-348.005	-521.672	601.338	-320.494	-105.6709	263.3733	64.8933
1763320016150	-573.37	417.865	-240.87	-650.992	1023.092	322.324	-75.5627	336.7436	107.4247
1763320016170	-477.3475	279.825	-96.7225	-489.952	848.388	852.78	-66.64718	370.3595	153.7562
1763320016190	-213.745	128.205	-5.0575	-224.358	648.308	1181.204	-61.97018	374.4519	174.9488
1763320016210	-213.745	128.205	-5.0575	-224.358	648.308	1181.204	-62.55481	377.9597	180.2104
1763320016230	96.8275	-39.2875	35.35	-207.156	505.08	937.326	-60.07015	381.6136	174.0719
1763320016250	359.415	-177.8	83.195	-439.81	398.574	680.028	-63.72405	364.221	133.879
1763320016270	535.3075	-308.175	158.2875	-596.092	89.426	551.806	-78.77813	320.6664	93.53989
1763320016291	573.37	-469.77	220.6575	-519.598	-207.278	371.002	-88.8629	283.9813	72.49342
1763320016311	573.37	-558.2325	237.055	-646.112	-1134.478	-262.788	-147.033	190.1491	49.2546
1763320016331	573.37	-573.37	149.1175	-1143.262	-2451.468	-1632.36	-177.872	144.6945	58.31628
1763320016351	573.37	-573.2125	48.1075	-1726.544	-2965.82	-3979.884	-210.1725	87.40134	118.3864
1763320016371	181.965	-88.095	13.685	-1434.232	-1664.69	-3997.208	-211.7802	89.30137	101.14
1763320016391	-417.2	251.8075	21.455	-521.55	-2082.662	-3242.638	-201.4031	110.7863	75.41654
1763320016411	-573.37	342.685	-96.53	92.11	-1742.77	-1163.392	-178.1643	173.7796	27.91581
1763320016431	-573.37	315.21	-257.215	-89.792	-1416.664	-238.388	-160.4794	222.3034	22.06957
1763320016451	-573.37	314.7375	-362.3375	-466.528	-1273.802	377.712	-126.7173	314.3817	35.80824
1763320016471	-573.37	365.3125	-435.4875	-839.116	-1538.298	629.642	-120.5788	354.7208	61.82402
1763320016491	-573.37	388.815	-438.165	-1265.262	-1087.996	910.12	-119.2634	420.6372	114.1479
1763320016511	-362.0925	255.255	-331.345	-1637.118	-408.822	1064.938	-130.6635	451.6223	138.9944
1763320016530	-60.935	34.3	-52.535	-2163.792	202.154	710.04	-129.202	450.8915	141.0406
1763320016550	235.27	-108.2375	281.2775	-1580.998	259.86	615.612	-113.7094	426.3373	114.1479
1763320016570	507.15	-247.52	508.3225	-868.152	-5.368	644.77	-106.4016	400.9062	94.8553
1763320016590	573.37	-447.4925	569.065	-270.962	-141.154	234.728	-118.9711	314.674	43.40836
1763320016610	573.37	-555.5025	544.2325	-71.736	-1540.25	-124.196	-181.0874	193.3645	29.23122
1763320016630	573.37	-573.37	244.4925	-704.916	-3311.69	-3187.006	-220.1111	144.4022	59.63168
1763320016650	466.095	-261.1875	-33.81	-1180.594	-1732.278	-3992.084	-236.4805	101.2862	83.60128
1763320016670	-315.49	199.9375	-83.93	-747.86	-1526.586	-3997.208	-225.5188	112.6863	69.5703
1763320016690	-571.095	305.76	-147.3675	-543.022	-1329.556	-2219.302	-195.8492	164.1333	31.71587
1763320016710	-573.37	257.215	-212.4675	-498.614	-899.872	-1036.39	-169.1026	235.019	8.330897
1763320016730	-573.37	228.0775	-260.085	-561.322	-803.492	-427.366	-157.9947	272.7273	10.66939
1763320016750	-573.37	261.695	-314.1775	-535.214	-910.364	128.954	-142.6483	352.9669	40.63139
1763320016770	-573.37	311.43	-388.3775	-771.162	-928.542	478.606	-137.679	387.4598	64.16252
1763320016791	-524.965	315.035	-406.1925	-1240.618	-880.84	599.752	-142.6483	442.9991	119.2634
1763320016811	-348.9675	188.8075	-325.1325	-1717.516	-280.6	561.566	-161.6486	468.4303	148.6407
1763320016831	-142.0475	76.615	-93.4325	-2117.92	91.134	471.408	-162.3794	467.9918	153.4639
1763320016851	48.685	-17.8675	179.6725	-1593.198	-104.676	452.986	-150.1023	461.1225	144.6945
1763320016871	240.2925	-105.84	358.575	-862.662	-203.008	498.126	-142.0637	450.5992	132.7097
1763320016891	457.835	-183.3125	445.375	-510.936	-220.942	414.556	-117.3633	410.4063	97.92458
1763320016911	558.6175	-272.2125	505.19	-191.662	277.55	-29.28	-114.0017	376.7904	71.61649
1763320016931	573.37	-461.5625	547.96	387.228	-277.184	-251.32	-133.5867	289.0967	35.66209
1763320016951	573.37	-559.2825	335.195	241.56	-2220.278	-2919.582	-193.2184	180.0643	41.50833
1763320016971	567.805	-369.25	33.425	-358.192	-1502.064	-3990.01	-212.2186	147.6176	54.07775
1763320016991	-131.4425	65.9225	-126.2275	-360.998	-1235.128	-3997.208	-206.5186	144.6945	45.6007
1763320017011	-521.045	211.925	-217.35	-390.766	-1026.142	-2529.182	-192.3414	171.0026	33.17743
1763320017031	-573.37	194.005	-266.385	-491.294	-691.862	-1061.522	-166.3256	240.8652	14.76176
1763320017051	-573.37	143.22	-270.4975	-562.054	-523.014	-408.456	-152.587	311.1663	25.43116
1763320017071	-573.37	115.8675	-262.71	-544.364	-479.582	58.56	-149.5177	342.1514	36.10056
1763320017091	-496.0725	109.7775	-265.615	-661.24	-327.57	341.966	-147.91	392.4291	54.07775
1763320017111	-359.31	78.3825	-258.2825	-971.974	-76.128	479.216	-154.9254	414.791	67.52411
1763320017131	-224.175	32.97	-192.4825	-1303.448	98.82	465.796	-162.5256	440.8068	86.81672
1763320017150	-97.23	3.675	-77.805	-1487.18	233.63	535.092	-171.5872	446.5068	97.77842
1763320017170	32.3225	-31.3075	47.11	-1328.702	204.35	536.068	-167.9333	446.2145	95.8784
1763320017190	165.3575	-70.2625	143.8325	-1050.908	123.708	462.258	-167.3487	434.8144	78.04735
1763320017210	305.8825	-107.59	208.845	-839.482	98.942	375.028	-159.6024	423.8527	72.63957
1763320017230	473.4975	-169.6625	258.3525	-718.702	154.574	212.158	-161.064	393.8907	49.40076
1763320017250	559.4225	-281.6625	296.765	-491.05	99.308	-299.144	-169.6872	328.9973	13.3002
1763320017270	573.37	-390.635	265.2825	-100.162	-457.866	-1944.558	-185.1798	285.8813	1.169249
1763320017291	495.6525	-295.3475	108.1325	-10.004	-632.204	-3982.324	-213.6802	211.7802	7.892429
1763320017311	-155.05	88.69	-53.3925	9.882	-567.91	-3997.208	-217.7726	208.8571	1.169249
1763320017331	-520.905	312.165	-202.72	-188.124	-567.666	-2852.238	-192.0491	258.1117	-5.9924
1763320017351	-573.37	364.0875	-325.6925	-413.946	-712.602	-1099.952	-164.2794	348.4361	29.23122
1763320017371	-573.37	355.425	-410.0775	-623.908	-791.414	-68.686	-157.8486	389.2137	54.51622
1763320017391	-573.37	313.215	-432.88	-1054.69	-919.392	659.532	-165.1564	453.0839	118.2403
1763320017411	-409.535	217.6825	-363.755	-1673.596	-904.508	1030.656	-174.9488	471.0611	141.3329
1763320017431	-127.6275	64.2075	-198.66	-2110.112	-615.734	981.612	-197.7492	485.2382	161.7948
1763320017451	119.245	-43.54	40.3725	-2294.698	-603.412	765.55	-204.1801	482.7536	161.2102
1763320017471	256.1825	-67.7425	276.5175	-1757.898	-513.498	623.908	-192.1953	472.6688	139.5791
1763320017491	363.4575	-85.9425	452.0775	-1099.342	-538.752	777.018	-168.3718	451.7685	109.6171
1763320017511	527.6425	-158.2875	545.8775	-424.56	-422.852	975.878	-150.1023	430.722	91.2014
1763320017531	573.37	-382.9	571.0775	137.982	-916.83	1075.186	-134.3174	359.8363	37.2698
1763320017551	573.37	-542.6575	519.1725	91.988	-2672.532	646.356	-150.1023	295.5276	17.53873
1763320017571	573.37	-573.37	117.845	-1973.228	-3986.106	-1930.772	-234.8728	156.9716	42.53142
1763320017591	573.37	-313.11	-57.4	-3426.248	-2907.016	-3982.202	-266.7349	78.63197	135.6328
1763320017611	35.84	58.31	60.9525	-2354.112	-2741.95	-3997.208	-268.9272	65.03946	153.61
1763320017631	-451.5	298.305	119.875	-1066.768	-2210.762	-2559.316	-270.9734	70.8857	117.948
1763320017651	-563.92	234.64	85.75	-492.27	-1008.452	-1370.182	-270.5349	84.91669	92.66296
1763320017671	-571.865	158.165	43.575	-354.654	-530.334	-1223.05	-267.3195	119.1172	58.02397
1763320017691	-573.37	235.2875	-35.1225	-338.672	-971.242	-709.918	-248.9038	176.5565	11.54633
1763320017711	-573.37	416.0625	-205.1	-505.08	-1574.654	210.938	-238.6729	213.0956	-5.553931
1763320017731	-573.37	524.79	-410.865	-1049.2	-1836.222	1103.368	-190.5875	306.9278	2.192341
1763320017751	-573.37	491.05	-495.88	-1975.302	-1263.31	1412.394	-173.0488	355.1593	32.73896
1763320017770	-426.265	306.3025	-317.9225	-2642.398	-97.722	1409.954	-169.5411	420.3449	80.23969
1763320017791	-86.3975	116.3575	78.26	-2508.93	293.41	1469.856	-162.6717	435.2528	94.56299
1763320017811	304.3075	-93.3275	429.345	-1544.276	-117.73	1396.046	-149.9561	428.5297	90.17831
1763320017831	530.6175	-310.5725	557.41	-575.23	-772.748	1304.546	-134.4636	379.7135	51.30079
1763320017851	573.37	-521.22	551.8975	-157.99	-1915.522	373.686	-140.8945	331.3358	29.52353
1763320017871	573.37	-573.37	334.005	-425.78	-3140.89	-2630.93	-199.0646	205.057	27.76966
1763320017891	573.37	-348.8975	62.5275	-953.552	-2758.298	-3987.692	-233.5574	149.9561	58.60859
1763320017911	-161.035	125.23	-97.545	-767.258	-1970.178	-3997.208	-244.5191	98.36304	86.08594
1763320017931	-531.545	297.15	-190.225	-784.094	-1377.746	-2757.932	-219.5264	127.3019	49.40076
1763320017951	-573.37	257.565	-225.9075	-782.508	-966.606	-1239.154	-206.3724	157.5563	29.66969
1763320017971	-573.37	227.1325	-228.2525	-781.044	-834.724	-336.354	-183.8644	229.4651	7.746273
1763320017991	-573.37	248.5175	-248.5875	-714.676	-1078.846	258.64	-174.5104	264.981	14.17714
1763320018011	-573.37	254.1525	-298.6025	-964.898	-1126.304	587.796	-155.3639	340.6898	32.00818
1763320018031	-485.205	229.4075	-288.4525	-1400.316	-782.63	663.802	-145.8638	394.6214	65.9164
1763320018051	-485.205	229.4075	-288.4525	-1400.316	-782.63	663.802	-147.6176	419.9064	85.79362
1763320018071	-330.0675	149.1875	-171.9725	-1834.758	-469.456	839.604	-143.8176	438.4683	104.5016
1763320018091	-159.32	39.62	47.95	-1833.782	179.95	636.23	-142.0637	438.7606	113.7094
1763320018111	28.2275	-40.635	310.1875	-1407.148	88.084	829.112	-124.525	419.9064	105.3785
1763320018131	247.03	-131.6525	486.5	-609.878	362.096	1448.628	-103.6247	376.6442	71.32417
1763320018151	506.03	-283.0275	560.805	105.652	124.196	907.558	-110.2017	331.6282	53.05466
1763320018171	573.37	-511.105	573.37	794.952	-422.364	501.786	-156.5332	225.0804	27.47734
1763320018191	573.37	-573.3175	444.64	524.6	-2632.882	-155.794	-204.3262	164.2794	41.65448
1763320018211	573.37	-573.37	-52.4125	-1216.462	-2938.736	-3968.416	-249.1961	89.73984	107.8632
1763320018231	206.7625	27.93	-178.9725	-1417.03	-2004.094	-3997.208	-229.9035	88.42443	95.58608
1763320018251	-408.94	248.36	-166.18	-1205.726	-1670.546	-3963.17	-221.7188	105.2324	72.93188
1763320018271	-573.37	249.375	-140.1575	-829.478	-995.764	-1848.3	-203.0108	157.5563	37.56211
1763320018291	-573.37	168.385	-129.57	-545.584	-784.094	-885.11	-198.0415	186.9336	19.73107
1763320018311	-573.37	155.4	-160.5275	-446.886	-850.584	-121.268	-174.0719	265.7118	8.038585
1763320018331	-573.37	213.395	-229.7925	-709.43	-1473.76	354.166	-163.2563	309.7047	18.26951
1763320018351	-573.37	320.3375	-333.69	-1223.172	-1673.596	729.438	-140.7483	388.629	63.43174
1763320018371	-570.325	314.475	-340.585	-1738.256	-934.52	694.912	-146.0099	440.3683	102.7477
1763320018391	-429.17	155.68	-175.3325	-2401.57	-145.058	619.76	-145.5715	452.0608	125.5481
1763320018411	-191.94	-7.98	162.1025	-2215.886	263.276	1045.418	-133.1482	449.2838	126.8635
1763320018431	104.545	-157.185	444.7975	-1215.364	-78.202	1175.226	-124.8173	441.976	120.1403
1763320018451	458.2725	-304.675	556.92	-80.032	398.94	1255.502	-110.0555	385.8521	77.46272
1763320018471	567.63	-515.06	573.37	742.736	655.018	746.518	-132.5636	287.0506	28.50044
1763320018491	573.37	-573.2825	441.175	757.254	-1494.622	243.268	-177.1412	224.3496	12.42327
1763320018511	573.37	-573.37	-35.7875	-1364.57	-3580.822	-3669.272	-262.6425	114.1479	76.14732
1763320018531	480.3925	-193.62	-193.3925	-1834.392	-1680.672	-3995.866	-260.4501	93.10143	98.21689
1763320018551	-236.39	92.4875	-173.7925	-1534.76	-891.698	-3897.778	-245.3961	102.8939	76.58579
1763320018571	-546.315	159.6	-67.06	-1282.22	-849.364	-2226.744	-230.0497	147.6176	30.54662
1763320018591	-573.37	142.695	16.4675	-814.838	-454.084	-701.866	-231.5112	175.3873	17.39257
1763320018611	-562.7125	58.52	69.5275	-508.74	-93.33	9.272	-218.211	221.4265	-5.407775
1763320018631	-463.5225	6.44	88.4625	-381.006	-277.916	282.064	-220.4034	237.5036	-10.52324
1763320018651	-362.775	75.285	8.9775	-264.13	-386.374	610.61	-216.8956	278.5735	-15.05408
1763320018671	-309.8725	199.815	-108.0975	-562.298	-319.64	673.684	-194.8261	302.8354	-5.700088
1763320018691	-268.24	363.3	-168.5775	-973.804	-285.114	699.304	-180.7951	319.351	3.800058
1763320018711	-172.4625	430.9725	-142.73	-1187.304	-16.47	1048.102	-150.8331	341.1283	27.03888
