INFORMATION

Date:	16/11/2025
Time:	19:06:37
Mode:	GYRO | AXL | MAGN | TIME
Freq:	50 Hz
Gyr FS: 500 dps;	Axl FS: 4 g;	Mag FS: 4 G;	Hdr FS: 100 g

DATA

Timestamp [ms][dev]	Gyr.X	Gyr.Y	Gyr.Z	Axl.X	Axl.Y	Axl.Z	Mag.X	Mag.Y	Mag.Z
1763320002948	320.495	-406.735	-355.075	977.952	707.722	-593.774	-243.3499	360.7132	-3.800058
1763320002968	388.115	-430.99	-465.92	267.668	219.966	-85.888	-268.0503	341.7129	-7.307805
1763320002988	444.9025	-543.2175	-554.1025	-377.834	-144.204	-41.48	-321.2511	292.4583	1.607717
1763320003008	509.565	-387.2575	-541.065	-418.216	-396.988	-506.666	-347.1207	258.1117	16.07717
1763320003028	496.825	-48.65	-455.63	-53.802	-383.446	-938.18	-357.4978	192.926	42.82373
1763320003048	353.7975	74.3925	-483.14	-279.014	-315.98	-1390.922	-330.0204	143.3791	61.53171
1763320003068	141.96	117.6	-555.17	-681.37	-185.928	-1855.132	-310.2894	124.8173	71.76264
1763320003088	20.5625	145.565	-406.5775	-804.346	19.764	-2026.664	-264.5425	110.494	70.8857
1763320003108	-95.69	169.575	-349.23	-1525	-704.916	-2415.6	-250.6577	111.2248	71.17802
1763320003128	-202.055	78.0325	-306.705	-1242.814	-273.89	-1825.73	-215.5802	125.6942	65.33177
1763320003148	-338.485	4.5325	-257.1275	-599.874	-273.402	-1544.398	-207.6878	131.102	52.17772
1763320003168	-423.71	34.58	-259.07	34.526	-418.582	-812.398	-197.4569	163.6948	30.40047
1763320003188	-459.97	19.53	-352.1175	118.828	-427.488	-567.666	-182.8413	206.5186	13.3002
1763320003208	-488.8625	16.975	-432.25	-227.652	-477.874	-823.866	-176.995	230.7805	11.25402
1763320003228	-491.54	18.795	-451.745	-783.118	-459.452	-994.666	-165.5948	284.7121	4.676995
1763320003248	-527.1525	-22.82	-420.9625	-1168.516	-255.224	-1181.814	-170.5641	316.1356	6.284712
1763320003268	-527.1525	-22.82	-420.9625	-1168.516	-255.224	-1181.814	-185.1798	373.1365	28.06197
1763320003288	-564.9525	-31.71	-336.2625	-1123.498	-217.648	-1123.986	-203.4493	427.7989	66.93949
1763320003308	-573.37	-10.78	-257.915	-946.842	-373.93	-976.732	-210.1725	445.9222	91.78603
1763320003328	-573.37	25.76	-180.075	-1133.99	-290.848	-659.898	-217.4803	484.2151	154.0485
1763320003348	-573.37	2.8525	-62.93	-1570.018	-167.384	-254.98	-220.988	487.5767	182.2566
1763320003368	-555.03	-142.94	86.9575	-1573.068	-67.222	-58.316	-208.5647	492.1075	229.6112
1763320003388	-388.5175	-267.8375	212.6775	-1331.63	-144.448	358.436	-184.8875	480.9997	246.7115
1763320003408	-184.2925	-393.855	274.2075	-841.434	-1.22	331.84	-166.1795	477.7842	246.273
1763320003428	-101.7625	-479.29	285.3025	-598.288	245.586	222.284	-136.3636	465.5071	236.0421
1763320003448	-85.47	-502.7575	272.16	-450.668	219.722	309.148	-123.0634	462.4379	227.565
1763320003468	-34.195	-526.89	232.9425	-237.9	290.238	528.748	-102.8939	446.5068	197.0184
1763320003488	73.9725	-563.6225	202.51	3.904	364.292	869.982	-100.1169	434.2297	143.8176
1763320003508	242.62	-573.37	177.9925	356.118	247.294	918.416	-106.5478	420.3449	108.1555
1763320003528	450.345	-573.37	31.325	268.4	-64.538	639.158	-173.7796	390.5291	32.00818
1763320003548	556.115	-573.37	-156.66	-259.982	477.63	-454.694	-232.5343	368.4595	7.307805
1763320003568	542.955	-573.37	-362.2325	-190.808	772.26	-1557.696	-355.3055	300.6431	26.60041
1763320003588	296.6075	-573.37	-455.805	-1276.852	1083.604	-1626.382	-432.1836	257.3809	109.4709
1763320003608	135.59	-573.37	-490.56	-37.698	368.074	-801.906	-445.7761	229.1727	144.6945
1763320003628	141.82	-231.8575	-474.53	-471.286	275.476	-813.252	-439.0529	184.7413	152.8793
1763320003648	-8.3475	307.3525	-359.2225	-583.526	-46.726	-1033.828	-427.945	169.9795	136.8021
1763320003668	-103.635	369.565	-348.95	-1236.836	-72.102	-975.024	-397.6907	151.71	102.017
1763320003688	-44.8875	193.55	-313.6	-1870.87	-112.362	-889.99	-387.1675	141.0406	100.1169
1763320003708	16.8875	121.8175	-212.905	-1723.738	256.81	-1257.942	-364.221	131.8328	93.24758
1763320003728	-51.31	179.165	-96.5825	-969.778	144.814	-1295.03	-352.6747	128.4712	86.23209
1763320003748	-161.7875	260.7325	-93.52	-344.284	16.836	-947.818	-346.0976	132.4174	70.00877
1763320003768	-210.2275	292.4425	-171.8675	-123.22	-108.458	-725.046	-313.0663	147.3253	47.20842
1763320003788	-227.2025	248.22	-284.7775	-182.756	3.294	-967.338	-294.943	146.3022	45.16223
1763320003808	-307.2125	199.185	-377.23	-587.674	32.696	-1381.162	-264.6887	164.2794	22.65419
1763320003828	-423.115	222.81	-404.4425	-794.464	-36.356	-1512.556	-233.8497	202.5723	7.892429
1763320003848	-534.24	224.175	-439.0225	-777.384	-354.654	-1259.04	-216.311	228.1497	-1.169249
1763320003868	-570.3775	184.87	-475.2125	-794.952	-481.412	-1149.118	-198.0415	294.6507	4.384683
1763320003888	-573.37	158.0075	-458.6575	-927.078	-580.598	-1093.12	-195.703	329.8743	12.13096
1763320003908	-573.37	154.07	-401.0475	-1150.216	-570.838	-954.772	-192.4876	396.8138	46.33148
1763320003928	-573.37	134.2775	-322.07	-1244.278	-445.422	-781.166	-204.6185	448.9915	95.58608
1763320003948	-573.37	103.005	-234.29	-1340.902	-386.374	-546.194	-207.1032	467.8456	123.648
1763320003968	-573.37	57.4	-120.925	-1325.164	-97.356	-352.214	-219.2341	482.4612	172.7565
1763320003988	-468.5625	7.5075	9.1525	-1267.214	-70.882	-60.512	-220.4034	483.192	194.5338
1763320004008	-284.8475	-83.16	117.74	-1262.944	75.884	420.046	-206.957	490.2075	219.8188
1763320004028	-120.12	-238	184.2925	-1073.356	163.724	349.774	-188.1029	484.069	219.3803
1763320004048	-4.2525	-334.53	203.28	-823.378	364.536	3.294	-177.4335	482.3151	213.534
1763320004068	12.6175	-360.2725	206.465	-797.514	576.45	-48.19	-163.2563	474.2765	202.5723
1763320004088	-7.4725	-392.1575	222.565	-894.504	554.246	283.528	-150.1023	470.6226	196.4338
1763320004108	30.5025	-499.065	234.78	-757.62	479.826	598.166	-137.5329	461.1225	175.095
1763320004128	137.6725	-562.9225	223.0725	-482.632	424.194	851.438	-136.3636	454.6916	150.2485
1763320004148	302.645	-573.37	166.775	-303.048	325.13	771.65	-146.8869	438.9067	98.94767
1763320004168	484.2075	-573.37	63.21	-373.076	69.784	2.074	-214.1187	403.2447	36.53902
1763320004188	562.52	-573.37	-64.1725	-337.208	156.282	-813.74	-266.7349	381.4674	15.49255
1763320004208	573.37	-573.37	-196.35	-184.952	-8.052	-986.126	-364.221	313.9433	33.90821
1763320004229	565.145	-573.37	-392.84	-621.59	477.142	-1617.232	-402.5139	271.8503	60.94709
1763320004249	345.4675	-573.37	-541.8875	-170.19	41.846	-1456.192	-438.6144	208.5647	131.6866
1763320004268	164.7275	-32.8125	-556.045	-508.74	-197.64	-1787.056	-421.0757	151.71	138.2637
1763320004288	-33.635	396.4625	-420.315	-1023.458	-215.574	-1677.378	-399.1523	137.9713	124.9635
1763320004308	-116.7425	306.32	-386.925	-1365.18	48.556	-1588.928	-361.8825	115.9018	94.8553
1763320004328	-175.525	174.9825	-308.175	-1857.694	34.648	-1977.01	-345.9514	109.4709	94.41683
1763320004348	-232.7675	153.6325	-156.1525	-1374.452	-43.92	-1777.296	-321.5434	121.1634	68.10873
1763320004368	-316.4175	134.68	-109.4625	-564.982	-171.532	-1297.47	-305.9047	132.2713	46.47763
1763320004388	-392.49	136.2025	-147.14	-165.798	-114.924	-905.85	-299.3277	149.0792	37.12365
1763320004408	-477.2775	151.445	-219.2925	-182.634	-196.298	-873.886	-275.6504	174.2181	8.184741
1763320004428	-541.065	199.535	-291.9	-328.668	-325.13	-963.312	-263.9579	206.0801	-0.7307804
1763320004448	-553.84	249.55	-340.4975	-622.566	-393.694	-925.126	-231.3651	255.0424	-8.477053
1763320004468	-548.6425	262.6925	-357.4375	-1003.694	-322.08	-921.71	-211.7802	306.6355	-1.023093
1763320004488	-565.2675	242.3575	-354.3575	-1163.88	-238.876	-919.88	-208.1263	334.259	5.407775
1763320004508	-572.915	207.76	-327.4775	-1678.598	-551.684	-855.464	-202.7185	392.1368	30.40047
1763320004528	-573.37	184.17	-255.5175	-1338.096	-255.346	-781.776	-204.0339	416.3987	54.22391
1763320004548	-573.37	163.8525	-174.8425	-1335.534	-139.568	-623.908	-205.3493	458.6378	106.2555
1763320004568	-571.76	130.9525	-87.185	-1313.94	-180.926	-341.844	-207.834	480.4151	156.387
1763320004588	-487.305	48.195	15.155	-1509.75	-29.158	83.204	-207.834	492.3999	179.772
1763320004608	-339.5875	-86.8175	106.5575	-1408.856	90.768	188.734	-201.6954	489.6229	217.1879
1763320004628	-180.5825	-212.5375	181.02	-1102.026	183.732	339.404	-192.6337	484.7997	228.8804
1763320004648	-61.5475	-334.7225	211.4	-915.61	274.378	215.94	-176.995	480.8535	233.4113
1763320004668	8.96	-421.1375	206.5525	-799.832	306.464	155.916	-161.3563	480.4151	220.8418
1763320004688	77.3675	-453.81	200.3225	-692.838	294.02	284.382	-143.0868	472.9611	199.6492
1763320004708	144.7425	-490.035	182.6125	-596.458	315.37	467.26	-133.879	463.1686	164.8641
1763320004729	215.985	-555.1875	161.77	-513.864	348.554	560.468	-133.2944	454.8377	149.0792
1763320004749	341.915	-573.37	146.09	-206.912	291.946	590.236	-148.3484	439.199	95.00146
1763320004769	524.51	-573.37	100.835	-83.326	110.776	367.708	-161.5025	426.1912	64.45483
1763320004789	573.37	-573.37	13.65	102.846	-189.466	-225.578	-222.0111	376.2058	12.13096
1763320004809	573.37	-573.37	-173.565	-154.452	-668.926	-885.598	-309.1201	300.6431	-4.384683
1763320004829	573.37	-573.37	-487.0075	-835.822	-692.594	-1743.38	-349.7515	252.4116	19.58492
1763320004849	515.4275	-391.51	-573.37	-644.404	-331.108	-2581.276	-399.4446	163.2563	87.69365
1763320004869	265.2125	179.9175	-358.2775	-1320.772	359.046	-2501	-385.2675	128.1789	109.1786
1763320004888	1.9425	331.73	-267.9075	-1338.218	-142.618	-1931.016	-347.413	102.6016	101.2862
1763320004908	-97.6325	258.7375	-240.0825	-1158.634	-281.576	-1658.834	-320.8126	102.1631	85.64747
1763320004928	-108.0275	217.9975	-166.985	-803.614	-353.922	-1470.1	-304.297	102.017	78.33966
1763320004948	-103.8625	191.835	-145.4075	-427.122	-238.632	-1199.626	-281.6428	105.0862	68.40105
1763320004968	-137.0775	139.2125	-177.3275	-366.61	-98.942	-1118.374	-272.8734	106.9863	66.64718
1763320004988	-198.1	116.6375	-209.58	-439.566	-27.816	-1239.764	-253.1423	116.7787	51.88541
1763320005008	-260.5225	129.2375	-232.8375	-384.178	-44.53	-1226.71	-236.3344	135.6328	39.6083
1763320005028	-302.6975	144.6725	-262.7275	-324.154	-81.618	-1105.198	-223.765	148.7869	28.06197
1763320005048	-327.705	134.0675	-291.445	-411.018	-64.294	-1028.948	-199.3569	178.4566	20.3157
1763320005068	-350.0175	121.345	-304.4475	-554.856	-8.174	-1000.644	-185.4721	194.3876	12.56942
1763320005088	-367.045	110.95	-292.0925	-702.232	29.768	-897.676	-171.1488	234.2882	11.54633
1763320005108	-367.045	110.95	-292.0925	-702.232	29.768	-897.676	-166.4718	250.3654	9.646302
1763320005128	-366.4325	96.8975	-266.6475	-760.792	63.806	-770.186	-152.4408	296.843	13.3002
1763320005148	-362.7575	88.76	-242.585	-705.038	79.544	-697.84	-149.3715	342.736	33.32359
1763320005168	-372.96	88.305	-224.5075	-706.136	156.526	-654.408	-150.6869	361.7363	36.10056
1763320005188	-385.35	90.965	-203.4025	-773.236	201.056	-668.56	-150.1023	400.3215	58.60859
1763320005208	-406.9975	82.7925	-174.405	-856.806	317.932	-681.004	-152.7331	415.2294	75.41654
1763320005229	-458.465	69.37	-144.095	-863.272	347.09	-799.344	-153.1716	441.3914	105.2324
1763320005249	-531.65	73.5175	-97.825	-974.048	408.456	-744.078	-157.5563	465.5071	150.9792
1763320005269	-567.8225	76.3	-35.7875	-1094.462	333.182	-445.422	-159.0178	475.7381	181.5259
1763320005289	-573.37	32.3925	54.425	-1186.084	239.12	24.766	-151.5639	477.4919	229.3189
1763320005309	-505.015	-107.5375	171.29	-1250.256	305.732	464.332	-141.3329	467.5533	248.4653
1763320005329	-387.0825	-301.8225	279.2825	-912.56	168.848	502.03	-114.4402	444.0222	252.9962
1763320005349	-244.16	-436.2225	333.4275	-380.152	26.474	585.234	-80.97047	418.591	238.0883
1763320005369	-66.6925	-546.07	327.775	-92.232	92.476	954.04	-69.86261	410.6986	219.5264
1763320005389	187.4775	-573.37	244.3875	424.804	64.66	1512.312	-67.96258	382.7828	129.9328
1763320005409	494.2	-573.37	-1.365	436.516	-81.374	957.09	-98.36304	375.1827	67.96258
1763320005429	573.37	-573.37	-243.425	-343.674	-87.474	-379.542	-223.0342	321.3972	-8.623209
1763320005449	573.37	-573.37	-423.8325	-694.302	-676.246	-1285.148	-338.3513	227.1266	21.04648
1763320005469	573.37	-573.37	-546.3675	-893.162	-638.182	-1716.052	-368.3134	176.995	55.247
1763320005488	494.4975	-296.135	-573.3	-676.246	-254.248	-2758.176	-354.4285	121.4557	92.22449
1763320005508	169.6975	225.3825	-363.0375	-1289.296	312.198	-2558.096	-337.3282	108.0093	91.49371
1763320005528	-81.5675	353.3075	-273.28	-1101.904	150.182	-2006.412	-298.0123	109.6171	73.2242
1763320005548	-212.5725	254.275	-275.415	-961.97	-195.566	-1847.446	-277.8427	117.3633	60.65478
1763320005568	-282.4675	213.115	-241.8325	-561.932	-204.228	-1560.624	-248.6115	128.325	43.70067
1763320005588	-323.47	200.7075	-255.0625	-152.012	-228.628	-1162.05	-222.4496	163.6948	24.11576
1763320005608	-386.5925	179.4625	-325.36	-92.232	-234.606	-1093.608	-210.4648	175.6796	20.46185
1763320005628	-465.71	157.36	-404.985	-302.072	-234.606	-1120.814	-184.8875	231.8036	1.753873
1763320005648	-532.5425	147.35	-439.3725	-663.192	-298.9	-1250.378	-173.4873	257.2347	6.138556
1763320005668	-567.0875	149.6425	-428.19	-955.626	-276.208	-1179.74	-168.0795	324.905	16.22333
1763320005688	-573.37	145.32	-374.2375	-1100.928	-344.894	-947.696	-161.3563	385.2675	44.43145
1763320005708	-573.37	108.36	-304.99	-1237.08	-171.654	-833.138	-170.8565	418.2987	65.77024
1763320005729	-573.37	74.83	-191.31	-1455.094	-167.75	-642.696	-175.2411	456.2993	117.5095
1763320005749	-573.37	33.985	-34.7375	-1716.418	-81.008	-374.418	-178.7489	470.9149	142.5022
1763320005769	-542.1675	-38.1675	137.6025	-1597.712	-180.316	81.008	-168.9564	481.8766	185.9105
1763320005789	-405.1775	-191.065	266.7	-1263.31	-137.616	693.57	-141.9176	476.1765	213.9725
1763320005809	-200.5325	-418.1275	327.6875	-902.556	-202.276	940.132	-131.9789	468.7226	205.7878
1763320005829	94.5875	-549.8325	281.785	-482.754	-274.134	1128.744	-112.8325	449.7223	157.2639
1763320005849	390.4425	-573.37	147.1225	-288.286	-154.818	996.984	-120.8711	440.9529	117.3633
1763320005869	545.6325	-573.37	-36.225	-231.068	-135.542	313.662	-180.6489	405.7293	30.54662
1763320005889	573.37	-573.37	-195.545	-242.414	-274.5	-293.532	-283.689	330.0204	-3.800058
1763320005909	573.37	-573.37	-401.2925	-76.982	-1144.238	-1584.902	-332.0666	277.2581	2.776966
1763320005929	573.37	-461.44	-544.4425	-20.374	-478.362	-3643.53	-367.4364	183.7182	53.93159
1763320005949	229.3375	78.6975	-573.335	-661.484	186.904	-3641.09	-353.4054	153.61	62.40865
1763320005969	-138.6	430.5	-449.68	-1449.604	112.24	-3051.22	-303.42	144.5484	36.97749
1763320005989	-319.6375	371.07	-388.85	-1151.07	-108.58	-2533.574	-253.4347	162.3794	13.00789
1763320006009	-438.165	258.1075	-382.235	-549.854	-318.176	-2047.038	-236.6267	188.3952	8.623209
1763320006029	-546.805	207.795	-410.9525	-202.154	-621.956	-1329.19	-207.3955	235.1651	-2.63081
1763320006049	-573.37	150.815	-465.8325	-574.864	-847.168	-1091.9	-195.4107	269.9503	-6.577024
1763320006069	-573.37	112.8575	-453.6	-1226.71	-998.082	-1237.446	-191.7568	346.9745	11.69249
1763320006089	-573.37	153.3525	-326.27	-1834.392	-943.182	-1146.434	-195.9953	389.2137	29.08506
1763320006108	-573.37	142.59	-148.6625	-2254.56	-915.61	-483.608	-198.9184	442.7068	86.81672
1763320006128	-573.37	22.5925	37.59	-2178.188	-1056.154	113.094	-191.4645	476.7612	147.7638
1763320006148	-481.0575	-84.035	229.4075	-2041.304	-971.364	421.388	-183.8644	482.7536	161.064
1763320006168	-195.125	-294.315	335.5625	-1592.954	-790.316	1320.04	-156.387	473.9842	184.0105
1763320006188	207.55	-519.225	364.4025	-1183.4	-811.178	1401.414	-148.3484	464.7764	166.9102
1763320006208	508.41	-573.37	270.5675	-197.396	-789.828	1458.144	-150.2485	439.6375	81.70126
1763320006229	573.37	-573.37	45.43	197.884	-1239.642	169.824	-226.2496	365.8287	3.069278
1763320006249	573.37	-573.37	-168.28	229.848	-2188.924	-2073.756	-268.6349	306.4893	-14.17714
1763320006269	573.37	-573.37	-484.54	59.17	-788.364	-3983.422	-339.6667	182.8413	32.15434
1763320006289	198.5725	58.38	-528.325	-790.804	68.564	-3997.208	-336.159	149.6638	44.13914
1763320006309	-213.255	422.8525	-438.6025	-1416.054	-400.526	-3926.57	-284.4197	143.0868	30.98509
1763320006329	-502.7575	299.775	-414.19	-1250.5	-619.394	-2938.858	-238.5267	175.095	16.36948
1763320006349	-571.9175	203.1925	-398.93	-485.926	-730.048	-1954.684	-219.6726	206.2262	2.338497
1763320006369	-573.37	210.0525	-412.72	-171.532	-1516.948	-1032.242	-198.0415	294.066	-0.2923122
1763320006389	-573.37	247.1875	-458.255	-765.306	-2198.928	-944.28	-191.4645	340.3975	8.915522
1763320006409	-573.37	315.1925	-425.6175	-1784.128	-2114.382	-980.026	-186.2029	424.5834	64.01637
1763320006429	-573.37	262.22	-257.1975	-3011.936	-1145.946	-400.404	-198.7723	466.8225	116.7787
1763320006449	-522.2	30.9225	-13.9125	-3139.06	-800.564	322.08	-196.5799	478.9535	140.456
1763320006469	-275.135	-239.4	232.435	-2407.914	-677.832	731.512	-188.9798	482.7536	171.7334
1763320006489	70.035	-478.5025	424.1125	-1383.968	-573.644	1490.84	-174.6565	480.9997	165.8872
1763320006509	469.8925	-564.025	487.865	-447.008	-522.16	1726.056	-151.71	456.7378	118.0941
1763320006529	573.37	-573.37	323.015	707.966	-883.768	980.148	-151.1254	430.8681	79.50891
1763320006549	573.37	-573.37	19.985	86.742	-1668.96	-254.37	-212.0725	349.313	-2.923122
1763320006569	573.37	-573.37	-445.305	-560.468	-1978.84	-3519.944	-330.1666	220.1111	19.58492
1763320006589	391.0375	-50.715	-463.8725	-1265.872	230.702	-3994.646	-355.4516	165.5948	46.03917
1763320006609	-149.5375	445.3225	-360.22	-1338.584	-576.206	-3997.208	-314.8202	142.2099	44.43145
1763320006629	-497.91	368.7775	-375.865	-1860.134	-991.25	-2851.506	-282.0812	146.1561	31.42356
1763320006649	-570.255	231.28	-324.695	-1072.014	-858.148	-2052.65	-251.3885	191.026	4.676995
1763320006669	-573.37	204.5225	-319.2875	-463.6	-1705.316	-1140.09	-220.1111	262.7886	-10.08477
1763320006689	-573.37	222.3375	-357.91	-1304.668	-2413.404	-1061.034	-215.2879	310.7278	1.023093
1763320006709	-573.37	305.095	-301.385	-1935.042	-2060.336	-1058.96	-205.6416	405.1447	50.42385
1763320006729	-573.37	306.4425	-168.7875	-3193.106	-1624.674	-219.234	-199.9415	437.0067	76.14732
1763320006749	-573.37	78.295	49.1225	-3148.454	-987.224	569.13	-195.9953	475.2996	149.5177
1763320006769	-397.705	-249.165	284.9175	-2709.01	-1087.63	1090.802	-181.2336	483.4843	199.6492
1763320006789	64.0325	-513.52	458.6225	-1148.63	-1140.334	2362.652	-160.6255	480.1227	192.0491
1763320006809	479.675	-573.37	380.2225	327.936	-1259.406	2826.252	-132.2713	451.33	127.4481
1763320006829	573.37	-573.37	36.155	22.204	-1481.812	180.072	-152.2946	428.2373	67.52411
1763320006849	573.37	-573.37	-296.94	-177.632	-1920.768	-2881.762	-248.0269	330.8974	-7.015492
1763320006869	573.37	-512.6975	-523.355	-903.044	-11.834	-3989.644	-335.7205	204.6185	24.40807
1763320006889	10.4125	203.5775	-359.7125	-1781.566	254.492	-3997.208	-338.2052	168.3718	33.6159
1763320006909	-428.645	438.7425	-275.2225	-1347.49	-374.662	-3279.36	-291.2891	179.4797	3.946214
1763320006929	-558.18	327.985	-337.1725	-615.856	-800.686	-2067.046	-263.5194	199.0646	-0.8769366
1763320006949	-558.18	296.905	-356.0375	-465.308	-1544.642	-1392.264	-233.8497	265.8579	-2.923122
1763320006969	-573.37	296.905	-356.0375	-465.308	-1544.642	-1392.264	-222.0111	308.097	-1.315405
1763320006989	-573.37	323.4875	-373.4675	-1094.584	-2011.292	-1006.988	-208.5647	399.1523	45.16223
1763320007009	-573.37	376.565	-323.1375	-2103.036	-2146.59	-936.106	-203.157	456.7378	106.1093
1763320007029	-573.37	303.415	-217.6125	-3102.216	-1216.218	-372.588	-200.8185	469.5995	138.556
1763320007049	-567.875	107.975	-1.4175	-2960.94	-879.01	268.034	-193.803	488.5998	186.6413
1763320007069	-371.875	-153.755	226.1875	-2657.77	-1008.696	906.46	-185.6182	485.2382	196.8723
1763320007089	54.495	-483.385	423.6925	-1666.154	-887.916	2268.102	-152.0023	467.8456	164.1333
1763320007109	473.8125	-572.635	438.9875	-792.39	-1456.924	2512.59	-166.0333	426.3373	50.27769
1763320007129	573.37	-573.37	131.5825	-563.274	-2393.274	688.08	-219.088	370.798	6.284712
1763320007149	573.37	-573.37	-328.895	-349.164	-2890.79	-3061.712	-333.382	228.8804	16.80795
1763320007169	573.37	-567.1225	-542.4125	-1648.464	-988.932	-3991.108	-350.3362	170.1257	53.93159
1763320007189	206.3775	93.415	-307.09	-3293.512	391.986	-3997.208	-328.8512	134.1713	56.27009
1763320007209	-408.3975	380.2225	-136.815	-2023.614	-789.584	-3997.208	-290.7045	175.3873	12.56942
1763320007229	-573.2125	363.72	-148.8025	-594.75	-937.57	-2327.76	-272.4349	200.6723	-1.315405
1763320007249	-573.37	306.8275	-238.9975	-66.612	-1339.926	-1445.212	-243.0576	288.6583	-5.9924
1763320007269	-573.37	386.2075	-338.38	-486.902	-2281.888	-1104.588	-223.4727	339.8129	11.25402
1763320007289	-573.37	496.16	-381.115	-1657.126	-2879.444	-926.224	-206.5186	432.3297	70.8857
1763320007309	-573.37	387.4675	-302.4	-3697.576	-1953.22	-310.002	-211.1955	472.6688	140.3098
1763320007329	-573.37	121.135	-18.305	-3615.958	-866.81	145.546	-199.6492	485.2382	164.2794
1763320007349	-463.7325	-168.5775	230.8425	-2577.494	-1147.532	628.056	-182.8413	487.1382	197.3107
1763320007369	-106.3125	-360.255	374.5	-1450.214	-1013.454	1526.22	-166.4718	482.6074	193.3645
1763320007389	314.475	-530.0925	427.98	-1221.22	-677.832	2322.148	-144.8407	454.8377	137.8252
1763320007409	534.835	-573.37	320.285	71.37	-1080.188	1621.38	-189.4183	404.4139	33.76205
1763320007429	573.37	-573.37	18.865	60.512	-1689.944	-842.776	-242.1806	349.8977	-1.169249
1763320007449	573.37	-573.37	-430.3425	-1517.68	-1551.352	-1933.456	-375.9135	231.2189	60.50862
1763320007469	573.37	-573.37	-567.77	-1916.132	-430.172	-3982.324	-403.2447	172.7565	96.31686
1763320007489	-67.025	286.72	-158.865	-3982.202	550.22	-3997.208	-377.2289	153.61	64.8933
1763320007509	-500.2025	375.4975	15.645	-2878.712	-605.486	-2610.434	-361.2979	172.1719	40.33908
1763320007529	-573.37	330.5925	135.9925	-1546.96	-1033.828	-2169.526	-338.059	247.0038	9.500146
1763320007549	-573.37	506.1	91.2625	-757.498	-1941.264	-1156.316	-292.7506	334.4051	6.869336
1763320007569	-573.37	570.64	-15.3125	-1710.074	-2090.714	-348.066	-265.5656	379.8597	15.93101
1763320007589	-573.37	527.52	-69.93	-2872.49	-1494.988	244.122	-225.2265	443.4376	79.94738
1763320007609	-573.37	355.46	108.71	-3398.432	-1559.526	298.9	-213.6802	464.6302	110.6402
1763320007629	-501.0425	209.3525	279.44	-2471.232	-1374.086	1527.562	-183.2797	482.3151	161.9409
1763320007649	-242.76	-111.125	337.925	-1823.656	-748.104	2613.85	-151.71	473.3996	169.5411
1763320007669	165.1125	-481.95	342.86	-960.14	-534.116	2800.754	-141.6252	470.4764	144.4022
1763320007689	498.82	-573.37	174.545	878.888	-483.73	2122.8	-164.8641	433.7913	69.86261
1763320007709	573.37	-573.37	-82.88	745.42	-718.092	45.384	-207.6878	402.66	20.90032
1763320007729	573.37	-573.37	-398.5975	137.494	-1028.46	-3177.368	-301.0815	291.7275	-4.238526
1763320007749	413.49	-573.37	-550.41	-560.956	-366.732	-3991.962	-367.2903	206.0801	22.50804
1763320007769	-176.295	282.8875	-480.2	-2288.964	-143.838	-3997.208	-344.1976	199.0646	17.10026
1763320007789	-518.7875	460.39	-313.11	-2770.986	-209.962	-2631.906	-292.7506	235.8959	-3.215434
1763320007809	-573.37	203.9625	-127.365	-2110.112	-330.254	-2115.114	-281.4966	269.3657	-4.676995
1763320007829	-573.37	302.9775	5.6	-1269.654	-1885.998	-1646.878	-256.3578	347.5592	1.169249
1763320007849	-573.37	520.1875	-34.265	-1299.3	-2190.998	-428.22	-214.9956	424.2911	55.39316
1763320007869	-573.37	573.2125	-93.59	-2242.97	-1772.416	249.368	-198.3338	453.6685	98.94767
1763320007889	-569.0825	354.2	-51.205	-3325.598	-754.082	470.31	-189.4183	480.5612	157.7024
1763320007909	-394.8175	99.085	143.045	-3033.896	-686.128	876.692	-185.6182	483.192	175.8258
1763320007929	-213.15	-134.855	280.4725	-1831.464	-605.852	1148.508	-163.1102	477.0535	193.3645
1763320007949	37.9575	-316.3825	376.985	-1037.61	-229.238	1928.088	-145.2791	474.4227	197.4569
1763320007969	360.9375	-519.47	341.04	-161.406	-341.478	1974.082	-122.0403	445.3376	147.033
1763320007989	541.38	-573.37	120.68	577.67	-502.396	1238.422	-153.4639	412.3063	52.47004
1763320008009	573.37	-573.37	-123.9175	25.254	-602.924	-1469.734	-194.6799	377.8135	10.37708
1763320008029	573.37	-573.37	-378.42	-582.916	365.39	-3978.664	-295.8199	283.5428	-4.969307
1763320008049	239.8025	-221.9875	-387.695	-817.156	812.398	-3997.208	-327.8281	251.2423	7.015492
1763320008069	-154.2275	223.0725	-263.8475	-1489.62	543.144	-3642.798	-313.5048	238.5267	1.753873
1763320008089	-368.8125	253.575	-186.06	-1681.648	532.408	-2383.148	-293.7737	269.2195	-8.184741
1763320008109	-500.8325	219.7825	-73.535	-1302.838	43.798	-1583.316	-280.6197	289.6814	-4.530838
1763320008129	-562.94	261.3275	-30.3625	-665.998	-633.18	-992.226	-259.2809	341.8591	5.407775
1763320008149	-573.37	380.905	-79.205	-532.286	-816.424	-480.68	-246.7115	369.0441	15.49255
1763320008169	-573.37	490.4725	-148.5225	-1070.428	-852.78	70.15	-216.4572	415.2294	52.61619
1763320008189	-524.825	490.665	-190.8375	-1804.38	-896.456	174.216	-203.157	454.8377	103.3324
1763320008209	-427.7175	412.2475	-179.69	-2563.586	-830.82	233.508	-200.0877	465.9456	122.0403
